UKBPPP_ProteinID	olink_target_fullname	OlinkID	UniProt	Assay	Panel	Panel_Lot_Nr	UniProt2	HGNC.symbol	Docname	Code	ensembl_id	chr	gene_start	gene_end	Strand	Dilution_factor	block
ATP6V1D:Q9Y5K8:OID21341:v1	V-type proton ATPase subunit D	OID21341	Q9Y5K8	ATP6V1D	Oncology	B04412	Q9Y5K8	ATP6V1D	ATP6V1D_Q9Y5K8_OID21341_v1_Oncology.tar	syn51470359	ENSG00000100554	14	67294371	67360265	-1	01:01	B
ATP6V1F:Q16864:OID20843:v1	V-type proton ATPase subunit F	OID20843	Q16864	ATP6V1F	Neurology	B04414	Q16864	ATP6V1F	ATP6V1F_Q16864_OID20843_v1_Neurology.tar	syn51471430	ENSG00000128524	7	128862856	128865847	1	01:01	A
ATXN10:Q9UBB4:OID20865:v1	Ataxin-10	OID20865	Q9UBB4	ATXN10	Neurology	B04414	Q9UBB4	ATXN10	ATXN10_Q9UBB4_OID20865_v1_Neurology.tar	syn51470230	ENSG00000130638	22	45671798	45845307	1	01:01	A
AXIN1:O15169:OID20582:v1	Axin-1	OID20582	O15169	AXIN1	Inflammation	B04411	O15169	AXIN1	AXIN1_O15169_OID20582_v1_Inflammation.tar	syn51470372	ENSG00000103126	16	287440	352723	-1	01:01	B
AXL:P30530:OID20363:v1	Tyrosine-protein kinase receptor UFO	OID20363	P30530	AXL	Cardiometabolic	B04413	P30530	AXL	AXL_P30530_OID20363_v1_Cardiometabolic.tar	syn51470342	ENSG00000167601	19	41219223	41261766	1	0.736111111	D
AZU1:P20160:OID20309:v1	Azurocidin	OID20309	P20160	AZU1	Cardiometabolic	B04413	P20160	AZU1	AZU1_P20160_OID20309_v1_Cardiometabolic.tar	syn51471433	ENSG00000172232	19	825097	832018	1	0.111111111	C
B4GALT1:P15291:OID20780:v1	"Beta-1,4-galactosyltransferase 1 "	OID20780	P15291	B4GALT1	Inflammation	B04411	P15291	B4GALT1	B4GALT1_P15291_OID20780_v1_Inflammation.tar	syn51470389	ENSG00000086062	9	33104082	33167356	-1	01:10	D
B4GAT1:O43505:OID21127:v1	"Beta-1,4-glucuronyltransferase 1 "	OID21127	O43505	B4GAT1	Neurology	B04414	O43505	B4GAT1	B4GAT1_O43505_OID21127_v1_Neurology.tar	syn51469592	ENSG00000174684	11	66345374	66347629	-1	0.111111111	D
BACH1:O14867:OID20505:v1	Transcription regulator protein BACH1	OID20505	O14867	BACH1	Inflammation	B04411	O14867	BACH1	BACH1_O14867_OID20505_v1_Inflammation.tar	syn51469172	ENSG00000156273	21	29194071	29630751	1	01:01	B
BAG3:O95817:OID20972:v1	BAG family molecular chaperone regulator 3	OID20972	O95817	BAG3	Neurology	B04414	O95817	BAG3	BAG3_O95817_OID20972_v1_Neurology.tar	syn51469603	ENSG00000151929	10	119651380	119677819	1	01:01	B
BAG6:P46379:OID20114:v1	Large proline-rich protein BAG6	OID20114	P46379	BAG6	Cardiometabolic	B04413	P46379	BAG6	BAG6_P46379_OID20114_v1_Cardiometabolic.tar	syn51471463	ENSG00000204463	6	31639028	31652705	-1	01:01	A
BAIAP2:Q9UQB8:OID21250:v1	Brain-specific angiogenesis inhibitor 1-associated protein 2	OID21250	Q9UQB8	BAIAP2	Oncology	B04412	Q9UQB8	BAIAP2	BAIAP2_Q9UQB8_OID21250_v1_Oncology.tar	syn51471142	ENSG00000175866	17	81035122	81117434	1	01:01	A
BAMBI:Q13145:OID21267:v1	BMP and activin membrane-bound inhibitor homolog	OID21267	Q13145	BAMBI	Oncology	B04412	Q13145	BAMBI	BAMBI_Q13145_OID21267_v1_Oncology.tar	syn51468786	ENSG00000095739	10	28677510	28682932	1	01:01	A
BANK1:Q8NDB2:OID20594:v1	B-cell scaffold protein with ankyrin repeats	OID20594	Q8NDB2	BANK1	Inflammation	B04411	Q8NDB2	BANK1	BANK1_Q8NDB2_OID20594_v1_Inflammation.tar	syn51468990	ENSG00000153064	4	101411286	102074812	1	01:01	B
BAX:Q07812:OID20856:v1	Apoptosis regulator BAX	OID20856	Q07812	BAX	Neurology	B04414	Q07812	BAX	BAX_Q07812_OID20856_v1_Neurology.tar	syn51470918	ENSG00000087088	19	48954815	48961798	1	01:01	A
BCAM:P50895:OID21076:v1	Basal cell adhesion molecule	OID21076	P50895	BCAM	Neurology	B04414	P50895	BCAM	BCAM_P50895_OID21076_v1_Neurology.tar	syn51471291	ENSG00000187244	19	44809071	44821421	1	0.111111111	D
BCAN:Q96GW7:OID20998:v1	Brevican core protein	OID20998	Q96GW7	BCAN	Neurology	B04414	Q96GW7	BCAN	BCAN_Q96GW7_OID20998_v1_Neurology.tar	syn51471201	ENSG00000132692	1	156641390	156659532	1	01:01	B
BCL2L11:O43521-2:OID20513:v1	Bcl-2-like protein 11	OID20513	O43521-2	BCL2L11	Inflammation	B04411	O43521	BCL2L11	BCL2L11_O43521-2_OID20513_v1_Inflammation.tar	syn51470273	ENSG00000153094	2	111119378	111168445	1	01:01	B
BCR:P11274:OID20558:v1	Breakpoint cluster region protein	OID20558	P11274	BCR	Inflammation	B04411	P11274	BCR	BCR_P11274_OID20558_v1_Inflammation.tar	syn51469058	ENSG00000186716	22	23179704	23318037	1	01:01	B
BGN:P21810:OID21198:v1	Biglycan	OID21198	P21810	BGN	Oncology	B04412	P21810	BGN	BGN_P21810_OID21198_v1_Oncology.tar	syn51471385	ENSG00000182492	X	153494980	153509546	1	01:01	A
BID:P55957:OID20517:v1	BH3-interacting domain death agonist	OID20517	P55957	BID	Inflammation	B04411	P55957	BID	BID_P55957_OID20517_v1_Inflammation.tar	syn51469617	ENSG00000015475	22	17734138	17774770	-1	01:01	B
BIN2:Q9UBW5:OID21067:v1	Bridging integrator 2	OID21067	Q9UBW5	BIN2	Neurology	B04414	Q9UBW5	BIN2	BIN2_Q9UBW5_OID21067_v1_Neurology.tar	syn51470232	ENSG00000110934	12	51281038	51324668	-1	0.111111111	D
BIRC2:Q13490:OID21217:v1	Baculoviral IAP repeat-containing protein 2	OID21217	Q13490	BIRC2	Oncology	B04412	Q13490	BIRC2	BIRC2_Q13490_OID21217_v1_Oncology.tar	syn51471445	ENSG00000110330	11	102347211	102378670	1	01:01	A
BLMH:Q13867:OID20336:v1	Bleomycin hydrolase	OID20336	Q13867	BLMH	Cardiometabolic	B04413	Q13867	BLMH	BLMH_Q13867_OID20336_v1_Cardiometabolic.tar	syn51469032	ENSG00000108578	17	30248203	30292056	-1	0.111111111	C
BLVRB:P30043:OID21141:v1	Flavin reductase	OID21141	P30043	BLVRB	Neurology	B04414	P30043	BLVRB	BLVRB_P30043_OID21141_v1_Neurology.tar	syn51469870	ENSG00000090013	19	40447765	40465764	-1	0.111111111	D
BMP4:P12644:OID20994:v1	Bone morphogenetic protein 4	OID20994	P12644	BMP4	Neurology	B04414	P12644	BMP4	BMP4_P12644_OID20994_v1_Neurology.tar	syn51471070	ENSG00000125378	14	53949736	53958761	-1	01:01	B
BMP6:P22004:OID20111:v1	Bone morphogenetic protein 6	OID20111	P22004	BMP6	Cardiometabolic	B04413	P22004	BMP6	BMP6_P22004_OID20111_v1_Cardiometabolic.tar	syn51468606	ENSG00000153162	6	7726099	7881728	1	01:01	A
BOC:Q9BWV1:OID20116:v1	Brother of CDO	OID20116	Q9BWV1	BOC	Cardiometabolic	B04413	Q9BWV1	BOC	BOC_Q9BWV1_OID20116_v1_Cardiometabolic.tar	syn51468772	ENSG00000144857	3	113211003	113287459	1	01:01	A
BPIFB1:Q8TDL5:OID20308:v1	BPI fold-containing family B member 1	OID20308	Q8TDL5	BPIFB1	Cardiometabolic	B04413	Q8TDL5	BPIFB1	BPIFB1_Q8TDL5_OID20308_v1_Cardiometabolic.tar	syn51468865	ENSG00000125999	20	33273480	33309871	1	0.111111111	C
BRK1:Q8WUW1:OID20883:v1	Protein BRICK1	OID20883	Q8WUW1	BRK1	Neurology	B04414	Q8WUW1	BRK1	BRK1_Q8WUW1_OID20883_v1_Neurology.tar	syn51469936	ENSG00000254999	3	10115675	10127190	1	01:01	A
BSG:P35613:OID20626:v1	Basigin	OID20626	P35613	BSG	Inflammation	B04411	P35613	BSG	BSG_P35613_OID20626_v1_Inflammation.tar	syn51471145	ENSG00000172270	19	571277	583494	1	01:01	C
BST1:Q10588:OID21051:v1	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	OID21051	Q10588	BST1	Neurology	B04414	Q10588	BST1	BST1_Q10588_OID21051_v1_Neurology.tar	syn51471040	ENSG00000109743	4	15703065	15738313	1	01:10	C
BST2:Q10589:OID21029:v1	Bone marrow stromal antigen 2	OID21029	Q10589	BST2	Neurology	B04414	Q10589	BST2	BST2_Q10589_OID21029_v1_Neurology.tar	syn51470980	ENSG00000130303	19	17402939	17405630	-1	01:10	C
BTC:P35070:OID21199:v1	Probetacellulin [Cleaved into: Betacellulin	OID21199	P35070	BTC	Oncology	B04412	P35070	BTC	BTC_P35070_OID21199_v1_Oncology.tar	syn51471323	ENSG00000174808	4	74744759	74794523	-1	01:01	A
BTN2A1:Q7KYR7:OID20713:v1	Butyrophilin subfamily 2 member A1	OID20713	Q7KYR7	BTN2A1	Inflammation	B04411	Q7KYR7	BTN2A1	BTN2A1_Q7KYR7_OID20713_v1_Inflammation.tar	syn51471278	ENSG00000112763	6	26457904	26476621	1	01:10	D
BTN3A2:P78410:OID20540:v1	Butyrophilin subfamily 3 member A2	OID20540	P78410	BTN3A2	Inflammation	B04411	P78410	BTN3A2	BTN3A2_P78410_OID20540_v1_Inflammation.tar	syn51471154	ENSG00000186470	6	26365159	26378320	1	01:01	B
C19orf12:Q9NSK7:OID20804:v1	Protein C19orf12	OID20804	Q9NSK7	C19orf12	Neurology	B04414	Q9NSK7	C19orf12	C19orf12_Q9NSK7_OID20804_v1_Neurology.tar	syn51468710	ENSG00000131943	19	29698937	29715789	-1	01:01	A
C1QA:P02745:OID20654:v1	Complement C1q subcomponent subunit A	OID20654	P02745	C1QA	Inflammation	B04411	P02745	C1QA	C1QA_P02745_OID20654_v1_Inflammation.tar	syn51471371	ENSG00000173372	1	22636628	22639678	1	01:01	C
C1QTNF1:Q9BXJ1:OID20367:v1	Complement C1q tumor necrosis factor-related protein 1	OID20367	Q9BXJ1	C1QTNF1	Cardiometabolic	B04413	Q9BXJ1	C1QTNF1	C1QTNF1_Q9BXJ1_OID20367_v1_Cardiometabolic.tar	syn51470510	ENSG00000173918	17	79022814	79049788	1	0.736111111	D
C2:P06681:OID20410:v1	Complement C2	OID20410	P06681	C2	Cardiometabolic	B04413	P06681	C2	C2_P06681_OID20410_v1_Cardiometabolic.tar	syn51469688	ENSG00000166278	6	31897785	31945672	1	0.736111111	D
C2CD2L:O14523:OID20864:v1	Phospholipid transfer protein C2CD2L	OID20864	O14523	C2CD2L	Neurology	B04414	O14523	C2CD2L	C2CD2L_O14523_OID20864_v1_Neurology.tar	syn51470991	ENSG00000172375	11	119102198	119118544	1	01:01	A
C4BPB:P20851:OID21481:v1	C4b-binding protein beta chain	OID21481	P20851	C4BPB	Oncology	B04412	P20851	C4BPB	C4BPB_P20851_OID21481_v1_Oncology.tar	syn51469005	ENSG00000123843	1	207088860	207099993	1	01:10	D
CA1:P00915:OID20409:v1	Carbonic anhydrase 1	OID20409	P00915	CA1	Cardiometabolic	B04413	P00915	CA1	CA1_P00915_OID20409_v1_Cardiometabolic.tar	syn51470291	ENSG00000133742	8	85327608	85379014	-1	0.736111111	D
CA11:O75493:OID21195:v1	Carbonic anhydrase-related protein 11	OID21195	O75493	CA11	Oncology	B04412	O75493	CA11	CA11_O75493_OID21195_v1_Oncology.tar	syn51470323	ENSG00000063180	19	48637946	48646187	-1	01:01	A
CA12:O43570:OID21344:v1	Carbonic anhydrase 12	OID21344	O43570	CA12	Oncology	B04412	O43570	CA12	CA12_O43570_OID21344_v1_Oncology.tar	syn51470219	ENSG00000074410	15	63321378	63381846	-1	01:01	B
CA13:Q8N1Q1:OID20225:v1	Carbonic anhydrase 13	OID20225	Q8N1Q1	CA13	Cardiometabolic	B04413	Q8N1Q1	CA13	CA13_Q8N1Q1_OID20225_v1_Cardiometabolic.tar	syn51468412	ENSG00000185015	8	85220587	85284073	1	01:10	B
CA14:Q9ULX7:OID21401:v1	Carbonic anhydrase 14	OID21401	Q9ULX7	CA14	Oncology	B04412	Q9ULX7	CA14	CA14_Q9ULX7_OID21401_v1_Oncology.tar	syn51471249	ENSG00000118298	1	150257251	150265078	1	01:01	C
CA2:P00918:OID21149:v1	Carbonic anhydrase 2	OID21149	P00918	CA2	Neurology	B04414	P00918	CA2	CA2_P00918_OID21149_v1_Neurology.tar	syn51469898	ENSG00000104267	8	85463968	85481493	1	0.111111111	D
CA3:P07451:OID20271:v1	Carbonic anhydrase 3	OID20271	P07451	CA3	Cardiometabolic	B04413	P07451	CA3	CA3_P07451_OID20271_v1_Cardiometabolic.tar	syn51468475	ENSG00000164879	8	85373436	85449040	1	0.111111111	C
CA4:P22748:OID20241:v1	Carbonic anhydrase 4	OID20241	P22748	CA4	Cardiometabolic	B04413	P22748	CA4	CA4_P22748_OID20241_v1_Cardiometabolic.tar	syn51468788	ENSG00000167434	17	60149942	60170899	1	0.111111111	C
CA5A:P35218:OID20075:v1	"Carbonic anhydrase 5A, mitochondrial "	OID20075	P35218	CA5A	Cardiometabolic	B04413	P35218	CA5A	CA5A_P35218_OID20075_v1_Cardiometabolic.tar	syn51469169	ENSG00000174990	16	87881546	87936580	-1	01:01	A
CA6:P23280:OID21096:v1	Carbonic anhydrase 6	OID21096	P23280	CA6	Neurology	B04414	P23280	CA6	CA6_P23280_OID21096_v1_Neurology.tar	syn51471356	ENSG00000131686	1	8945867	8975092	1	0.111111111	D
CA9:Q16790:OID21417:v1	Carbonic anhydrase 9	OID21417	Q16790	CA9	Oncology	B04412	Q16790	CA9	CA9_Q16790_OID21417_v1_Oncology.tar	syn51468694	ENSG00000107159	9	35673928	35681159	1	01:01	C
CALB1:P05937:OID21306:v1	Calbindin	OID21306	P05937	CALB1	Oncology	B04412	P05937	CALB1	CALB1_P05937_OID21306_v1_Oncology.tar	syn51468413	ENSG00000104327	8	90058608	90095475	-1	01:01	B
CALB2:P22676:OID20801:v1	Calretinin	OID20801	P22676	CALB2	Neurology	B04414	P22676	CALB2	CALB2_P22676_OID20801_v1_Neurology.tar	syn51469591	ENSG00000172137	16	71358713	71390436	1	01:01	A
CALCA:P01258:OID20983:v1	Calcitonin [Cleaved into: Calcitonin; Katacalcin	OID20983	P01258	CALCA	Neurology	B04414	P01258	CALCA	CALCA_P01258_OID20983_v1_Neurology.tar	syn51470097	ENSG00000110680	11	14966668	14972351	-1	01:01	B
CALCOCO1:Q9P1Z2:OID21387:v1	Calcium-binding and coiled-coil domain-containing protein 1	OID21387	Q9P1Z2	CALCOCO1	Oncology	B04412	Q9P1Z2	CALCOCO1	CALCOCO1_Q9P1Z2_OID21387_v1_Oncology.tar	syn51470747	ENSG00000012822	12	53708517	53727745	-1	01:01	C
CAMKK1:Q8N5S9:OID21182:v1	Calcium/calmodulin-dependent protein kinase kinase 1	OID21182	Q8N5S9	CAMKK1	Oncology	B04412	Q8N5S9	CAMKK1	CAMKK1_Q8N5S9_OID21182_v1_Oncology.tar	syn51470753	ENSG00000004660	17	3860315	3894891	-1	01:01	A
CANT1:Q8WVQ1:OID20181:v1	Soluble calcium-activated nucleotidase 1	OID20181	Q8WVQ1	CANT1	Cardiometabolic	B04413	Q8WVQ1	CANT1	CANT1_Q8WVQ1_OID20181_v1_Cardiometabolic.tar	syn51468657	ENSG00000171302	17	78991716	79009867	-1	01:10	B
CAPG:P40121:OID21431:v1	Macrophage-capping protein	OID21431	P40121	CAPG	Oncology	B04412	P40121	CAPG	CAPG_P40121_OID21431_v1_Oncology.tar	syn51469268	ENSG00000042493	2	85394753	85418432	-1	01:01	C
CARHSP1:Q9Y2V2:OID20859:v1	Calcium-regulated heat-stable protein 1	OID20859	Q9Y2V2	CARHSP1	Neurology	B04414	Q9Y2V2	CARHSP1	CARHSP1_Q9Y2V2_OID20859_v1_Neurology.tar	syn51469327	ENSG00000153048	16	8852942	8869012	-1	01:01	A
CASP1:P29466:OID20854:v1	Caspase-1	OID20854	P29466	CASP1	Neurology	B04414	P29466	CASP1	CASP1_P29466_OID20854_v1_Neurology.tar	syn51470810	ENSG00000137752	11	105025443	105035250	-1	01:01	A
CASP10:Q92851:OID20893:v1	Caspase-10	OID20893	Q92851	CASP10	Neurology	B04414	Q92851	CASP10	CASP10_Q92851_OID20893_v1_Neurology.tar	syn51469344	ENSG00000003400	2	201182898	201229406	1	01:01	A
CASP2:P42575:OID20555:v1	Caspase-2	OID20555	P42575	CASP2	Inflammation	B04411	P42575	CASP2	CASP2_P42575_OID20555_v1_Inflammation.tar	syn51471295	ENSG00000106144	7	143288215	143307696	1	01:01	B
CASP3:P42574:OID20305:v1	Caspase-3	OID20305	P42574	CASP3	Cardiometabolic	B04413	P42574	CASP3	CASP3_P42574_OID20305_v1_Cardiometabolic.tar	syn51470489	ENSG00000164305	4	184627696	184649509	-1	0.111111111	C
CASP8:Q14790:OID21414:v1	Caspase-8	OID21414	Q14790	CASP8	Oncology	B04412	Q14790	CASP8	CASP8_Q14790_OID21414_v1_Oncology.tar	syn51468787	ENSG00000064012	2	201233443	201287711	1	01:01	C
CBLIF:P27352:OID20179:v1	Cobalamin binding intrinsic factor	OID20179	P27352	CBLIF	Cardiometabolic	B04413	P27352	CBLIF	CBLIF_P27352_OID20179_v1_Cardiometabolic.tar	syn51470926	ENSG00000134812	11	59829273	59845499	-1	01:10	B
CBLN4:Q9NTU7:OID21386:v1	Cerebellin-4	OID21386	Q9NTU7	CBLN4	Oncology	B04412	Q9NTU7	CBLN4	CBLN4_Q9NTU7_OID21386_v1_Oncology.tar	syn51469466	ENSG00000054803	20	55997357	56005519	-1	01:01	C
CC2D1A:Q6P1N0:OID20958:v1	Coiled-coil and C2 domain-containing protein 1A	OID20958	Q6P1N0	CC2D1A	Neurology	B04414	Q6P1N0	CC2D1A	CC2D1A_Q6P1N0_OID20958_v1_Neurology.tar	syn51468517	ENSG00000132024	19	13906201	13930879	1	01:01	B
CCDC80:Q76M96:OID20226:v1	Coiled-coil domain-containing protein 80	OID20226	Q76M96	CCDC80	Cardiometabolic	B04413	Q76M96	CCDC80	CCDC80_Q76M96_OID20226_v1_Cardiometabolic.tar	syn51471204	ENSG00000091986	3	112596797	112649530	-1	01:10	B
CCL11:P51671:OID20668:v1	Eotaxin	OID20668	P51671	CCL11	Inflammation	B04411	P51671	CCL11	CCL11_P51671_OID20668_v1_Inflammation.tar	syn51468864	ENSG00000172156	17	34285742	34288334	1	01:01	C
CCL13:Q99616:OID20655:v1	C-C motif chemokine 13	OID20655	Q99616	CCL13	Inflammation	B04411	Q99616	CCL13	CCL13_Q99616_OID20655_v1_Inflammation.tar	syn51470390	ENSG00000181374	17	34356480	34358610	1	01:01	C
CCL14:Q16627:OID20401:v1	C-C motif chemokine 14	OID20401	Q16627	CCL14	Cardiometabolic	B04413	Q16627	CCL14	CCL14_Q16627_OID20401_v1_Cardiometabolic.tar	syn51469233	ENSG00000276409	17	35983288	35987004	-1	0.736111111	D
CCL15:Q16663:OID20328:v1	C-C motif chemokine 15	OID20328	Q16663	CCL15	Cardiometabolic	B04413	Q16663	CCL15	CCL15_Q16663_OID20328_v1_Cardiometabolic.tar	syn51470271	ENSG00000275718	17	35996440	36001553	-1	0.111111111	C
CCL16:O15467:OID20334:v1	C-C motif chemokine 16	OID20334	O15467	CCL16	Cardiometabolic	B04413	O15467	CCL16	CCL16_O15467_OID20334_v1_Cardiometabolic.tar	syn51469581	ENSG00000275152	17	35976493	35981497	-1	0.111111111	C
CCL17:Q92583:OID20745:v1	C-C motif chemokine 17	OID20745	Q92583	CCL17	Inflammation	B04411	Q92583	CCL17	CCL17_Q92583_OID20745_v1_Inflammation.tar	syn51468607	ENSG00000102970	16	57404767	57416063	1	01:10	D
CCL18:P55774:OID20395:v1	C-C motif chemokine 18	OID20395	P55774	CCL18	Cardiometabolic	B04413	P55774	CCL18	CCL18_P55774_OID20395_v1_Cardiometabolic.tar	syn51470901	ENSG00000275385	17	36064272	36072032	1	0.736111111	D
CCL19:Q99731:OID21030:v1	C-C motif chemokine 19	OID21030	Q99731	CCL19	Neurology	B04414	Q99731	CCL19	CCL19_Q99731_OID21030_v1_Neurology.tar	syn51469963	ENSG00000172724	9	34689570	34691276	-1	01:10	C
CCL2:P13500:OID21004:v1	C-C motif chemokine 2	OID21004	P13500	CCL2	Neurology	B04414	P13500	CCL2	CCL2_P13500_OID21004_v1_Neurology.tar	syn51469435	ENSG00000108691	17	34255218	34257203	1	01:01	B
CCL20:P78556:OID20671:v1	C-C motif chemokine 20	OID20671	P78556	CCL20	Inflammation	B04411	P78556	CCL20	CCL20_P78556_OID20671_v1_Inflammation.tar	syn51470739	ENSG00000115009	2	227805739	227817564	1	01:01	C
CCL21:O00585:OID20686:v1	C-C motif chemokine 21	OID20686	O00585	CCL21	Inflammation	B04411	O00585	CCL21	CCL21_O00585_OID20686_v1_Inflammation.tar	syn51468776	ENSG00000137077	9	34709005	34710136	-1	01:10	D
CCL22:O00626:OID20765:v1	C-C motif chemokine 22	OID20765	O00626	CCL22	Inflammation	B04411	O00626	CCL22	CCL22_O00626_OID20765_v1_Inflammation.tar	syn51469155	ENSG00000102962	16	57358783	57366189	1	01:10	D
CCL23:P55773:OID20693:v1	C-C motif chemokine 23	OID20693	P55773	CCL23	Inflammation	B04411	P55773	CCL23	CCL23_P55773_OID20693_v1_Inflammation.tar	syn51471075	ENSG00000274736	17	36013056	36017972	-1	01:10	D
CCL24:O00175:OID20772:v1	C-C motif chemokine 24	OID20772	O00175	CCL24	Inflammation	B04411	O00175	CCL24	CCL24_O00175_OID20772_v1_Inflammation.tar	syn51469503	ENSG00000106178	7	75810825	75823356	-1	01:10	D
CCL25:O15444:OID20674:v1	C-C motif chemokine 25	OID20674	O15444	CCL25	Inflammation	B04411	O15444	CCL25	CCL25_O15444_OID20674_v1_Inflammation.tar	syn51469552	ENSG00000131142	19	8052318	8062660	1	01:01	C
CCL26:Q9Y258:OID20546:v1	C-C motif chemokine 26	OID20546	Q9Y258	CCL26	Inflammation	B04411	Q9Y258	CCL26	CCL26_Q9Y258_OID20546_v1_Inflammation.tar	syn51469378	ENSG00000006606	7	75769533	75789896	-1	01:01	B
CCL27:Q9Y4X3:OID20121:v1	C-C motif chemokine 27	OID20121	Q9Y4X3	CCL27	Cardiometabolic	B04413	Q9Y4X3	CCL27	CCL27_Q9Y4X3_OID20121_v1_Cardiometabolic.tar	syn51468720	ENSG00000213927	9	34661880	34664048	-1	01:10	B
CCL28:Q9NRJ3:OID20569:v1	C-C motif chemokine 28	OID20569	Q9NRJ3	CCL28	Inflammation	B04411	Q9NRJ3	CCL28	CCL28_Q9NRJ3_OID20569_v1_Inflammation.tar	syn51469412	ENSG00000151882	5	43376645	43412391	-1	01:01	B
CCL3:P10147:OID20610:v1	C-C motif chemokine 3	OID20610	P10147	CCL3	Inflammation	B04411	P10147	CCL3	CCL3_P10147_OID20610_v1_Inflammation.tar	syn51470436	ENSG00000277632	17	36088256	36090169	-1	01:01	B
CCL4:P13236:OID20695:v1	C-C motif chemokine 4	OID20695	P13236	CCL4	Inflammation	B04411	P13236	CCL4	CCL4_P13236_OID20695_v1_Inflammation.tar	syn51468729	ENSG00000275302	17	36103827	36105621	1	01:10	D
CCL5:P13501:OID20412:v1	C-C motif chemokine 5	OID20412	P13501	CCL5	Cardiometabolic	B04413	P13501	CCL5	CCL5_P13501_OID20412_v1_Cardiometabolic.tar	syn51470183	ENSG00000271503	17	35871491	35880793	-1	0.736111111	D
CCL7:P80098:OID20523:v1	C-C motif chemokine 7	OID20523	P80098	CCL7	Inflammation	B04411	P80098	CCL7	CCL7_P80098_OID20523_v1_Inflammation.tar	syn51470007	ENSG00000108688	17	34270221	34272242	1	01:01	B
CCL8:P80075:OID21466:v1	C-C motif chemokine 8	OID21466	P80075	CCL8	Oncology	B04412	P80075	CCL8	CCL8_P80075_OID21466_v1_Oncology.tar	syn51470942	ENSG00000108700	17	34319435	34321402	1	01:01	C
CCN1:O00622:OID21368:v1	CCN family member 1	OID21368	O00622	CCN1	Oncology	B04412	O00622	CCN1	CCN1_O00622_OID21368_v1_Oncology.tar	syn51469250	ENSG00000142871	1	85580761	85584589	1	01:01	B
CCN2:P29279:OID20709:v1	CCN family member 2	OID20709	P29279	CCN2	Inflammation	B04411	P29279	CCN2	CCN2_P29279_OID20709_v1_Inflammation.tar	syn51469197	ENSG00000118523	6	131948176	131951372	-1	01:10	D
CCN3:P48745:OID20299:v1	CCN family member 3	OID20299	P48745	CCN3	Cardiometabolic	B04413	P48745	CCN3	CCN3_P48745_OID20299_v1_Cardiometabolic.tar	syn51470499	ENSG00000136999	8	119416446	119424434	1	0.111111111	C
CCN4:O95388:OID21444:v1	WNT1-inducible-signaling pathway protein 1	OID21444	O95388	CCN4	Oncology	B04412	O95388	CCN4	CCN4_O95388_OID21444_v1_Oncology.tar	syn51470375	ENSG00000104415	8	133191039	133231690	1	01:01	C
CCN5:O76076:OID21068:v1	WNT1-inducible-signaling pathway protein 2	OID21068	O76076	CCN5	Neurology	B04414	O76076	CCN5	CCN5_O76076_OID21068_v1_Neurology.tar	syn51469648	ENSG00000064205	20	44714844	44728509	1	0.111111111	D
CCS:O14618:OID20973:v1	Copper chaperone for superoxide dismutase	OID20973	O14618	CCS	Neurology	B04414	O14618	CCS	CCS_O14618_OID20973_v1_Neurology.tar	syn51469601	ENSG00000173992	11	66593153	66606019	1	01:01	B
CCT5:P48643:OID21200:v1	T-complex protein 1 subunit epsilon	OID21200	P48643	CCT5	Oncology	B04412	P48643	CCT5	CCT5_P48643_OID21200_v1_Oncology.tar	syn51468644	ENSG00000150753	5	10249929	10266389	1	01:01	A
CD109:Q6YHK3:OID21108:v1	CD109 antigen	OID21108	Q6YHK3	CD109	Neurology	B04414	Q6YHK3	CD109	CD109_Q6YHK3_OID21108_v1_Neurology.tar	syn51470814	ENSG00000156535	6	73695785	73828316	1	0.111111111	D
CD14:P08571:OID20378:v1	Monocyte differentiation antigen CD14	OID20378	P08571	CD14	Cardiometabolic	B04413	P08571	CD14	CD14_P08571_OID20378_v1_Cardiometabolic.tar	syn51469533	ENSG00000170458	5	140631728	140633701	-1	0.736111111	D
CD160:O95971:OID20647:v1	CD160 antigen	OID20647	O95971	CD160	Inflammation	B04411	O95971	CD160	CD160_O95971_OID20647_v1_Inflammation.tar	syn51470787	ENSG00000117281	1	145719471	145739288	1	01:01	C
CD163:Q86VB7:OID20360:v1	Scavenger receptor cysteine-rich type 1 protein M130	OID20360	Q86VB7	CD163	Cardiometabolic	B04413	Q86VB7	CD163	CD163_Q86VB7_OID20360_v1_Cardiometabolic.tar	syn51470836	ENSG00000177575	12	7470811	7503893	-1	0.736111111	D
CD164:Q04900:OID21080:v1	Sialomucin core protein 24	OID21080	Q04900	CD164	Neurology	B04414	Q04900	CD164	CD164_Q04900_OID21080_v1_Neurology.tar	syn51468939	ENSG00000135535	6	109366514	109382467	-1	0.111111111	D
CD177:Q8N6Q3:OID21119:v1	CD177 antigen	OID21119	Q8N6Q3	CD177	Neurology	B04414	Q8N6Q3	CD177	CD177_Q8N6Q3_OID21119_v1_Neurology.tar	syn51468703	ENSG00000204936	19	43353686	43363172	1	0.111111111	D
CD1C:P29017:OID21483:v1	T-cell surface glycoprotein CD1c	OID21483	P29017	CD1C	Oncology	B04412	P29017	CD1C	CD1C_P29017_OID21483_v1_Oncology.tar	syn51468688	ENSG00000158481	1	158289923	158294774	1	01:10	D
